SaleID,ProductID,CustomerID,SalesAmount,Quantity,Timestamp
1214,1031,107,1191.49,37,2024-07-07 21:47:00
1215,1007,996,1178.56,19,2024-07-01 03:12:00
1216,1046,67,484.11,48,2024-06-29 14:55:00
1217,1042,312,582.79,21,2024-06-17 07:14:00
1218,1000,127,890.12,49,2024-10-26 15:26:00
1219,1002,399,1345.6,42,2024-10-05 15:46:00
1220,1026,974,24318.23,8,2024-09-25 19:24:00
1221,1022,225,1995.09,43,2024-10-02 23:34:00
1222,1016,200,1072.18,25,2024-07-13 20:25:00
1223,1032,482,248.59,32,2024-06-25 06:59:00
1224,1029,379,1993.73,24,2024-06-23 03:50:00
1225,1017,780,1674.43,6,2024-08-04 14:46:00
1226,1015,564,921.77,36,2024-09-23 00:25:00
1227,1046,865,1303.9,5,2024-08-20 05:45:00
1228,1021,450,515.87,43,2024-07-12 05:34:00
1229,1004,608,229.52,35,2024-06-08 06:54:00
1230,1018,494,519.33,41,2024-06-10 13:17:00
1231,1019,869,865.28,48,2024-09-21 13:48:00
1232,1010,174,1141.07,30,2024-07-22 06:58:00
1233,1029,449,1672.64,48,2024-08-27 17:06:00
1234,1031,893,324.63,16,2024-10-12 01:22:00
1235,1034,573,1978.25,44,2024-11-20 22:05:00
1236,1012,927,244.56,36,2024-09-04 00:23:00
1237,1020,660,673.15,10,2024-06-25 19:32:00
1238,1032,835,1263.03,37,2024-08-11 00:57:00
1239,1037,378,139.69,10,2024-11-17 13:43:00
1240,1017,148,1250.07,11,2024-09-29 22:37:00
1241,1034,142,856.18,12,2024-11-18 04:37:00
1242,1048,763,587.37,30,2024-07-22 12:34:00
1243,1047,433,311.54,4,2024-07-20 12:33:00
1244,1020,722,1370.66,1,2024-10-28 01:36:00
1245,1035,780,1152.34,34,2024-07-23 00:12:00
1246,1009,520,1213.33,13,2024-09-27 05:44:00
1247,1011,155,1875.11,25,2024-08-05 01:41:00
1248,1033,825,918.44,31,2024-06-22 18:17:00
1249,1047,8,1943.44,23,2024-08-12 12:52:00
1250,1044,914,1165.31,27,2024-09-10 03:44:00
1251,1006,358,1081.9,16,2024-08-05 06:33:00
1252,1014,588,1486.34,40,2024-06-30 11:18:00
1253,1030,199,1057.41,20,2024-11-24 23:11:00
1254,1024,253,665.24,45,2024-08-28 22:06:00
1255,1039,516,466.51,40,2024-10-17 11:23:00
1256,1002,654,700.23,49,2024-06-05 23:42:00
1257,1021,98,139.71,39,2024-07-19 23:32:00
1258,1000,32,362.55,49,2024-08-31 03:52:00
1259,1003,69,1617.12,28,2024-06-19 15:58:00
1260,1044,898,128.45,45,2024-11-08 10:57:00
1261,1041,51,727.4,2,2024-08-08 04:43:00
1262,1036,537,694.31,31,2024-07-07 23:27:00
1263,1035,727,1138.16,30,2024-11-26 14:20:00
1264,1041,885,901.62,15,2024-06-20 18:53:00
1265,1002,480,1237.45,8,2024-10-13 12:53:00
1266,1022,351,1487.06,25,2024-09-08 16:06:00
1267,1047,113,1813.83,50,2024-07-08 01:07:00
1268,1014,653,712.76,25,2024-07-09 20:04:00
1269,1030,187,1518.71,14,2024-09-16 12:04:00
1270,1006,965,1585.65,22,2024-10-19 10:00:00
1271,1046,551,105.94,38,2024-07-29 08:03:00
1272,1032,846,1870.51,8,2024-08-12 09:36:00
1273,1036,172,1227.71,42,2024-11-23 10:21:00
1274,1019,571,243.0,7,2024-08-05 15:40:00
1275,1044,380,2087.26,49,2024-06-18 01:48:00
1276,1007,940,1555.53,34,2024-11-16 17:08:00
1277,1026,730,82.72,40,2024-10-15 09:06:00
1278,1031,504,199.63,31,2024-09-04 05:02:00
1279,1018,269,141.2,21,2024-08-19 17:47:00
1280,1025,142,1680.65,25,2024-10-28 16:26:00
1281,1049,943,509.0,21,2024-06-28 05:34:00
1282,1022,927,361.65,10,2024-11-22 17:52:00
1283,1023,199,1963.54,20,2024-11-20 18:05:00
1284,1026,841,1867.99,49,2024-09-18 11:08:00
1285,1012,944,1345.16,24,2024-11-07 07:18:00
1286,1022,171,1333.96,6,2024-09-19 01:51:00
1287,1014,44,942.73,25,2024-08-18 11:44:00
1288,1044,953,277.78,26,2024-08-04 06:40:00
1289,1045,143,1969.76,36,2024-11-26 06:26:00
1290,1007,930,1749.01,40,2024-06-22 04:57:00
1291,1028,175,629.01,12,2024-07-24 13:31:00
1292,1001,238,1603.6,10,2024-11-18 01:47:00
1293,1010,151,187.75,12,2024-11-21 23:30:00
1294,1043,153,1025.04,38,2024-10-17 12:41:00
1295,1037,657,1084.0,46,2024-07-14 00:45:00
1296,1031,889,974.69,12,2024-07-23 05:59:00
1297,1033,338,68.9,25,2024-06-17 08:31:00
1298,1012,534,1629.63,41,2024-08-06 10:44:00
1299,1027,198,1896.57,8,2024-06-29 20:06:00
1300,1017,100,538.91,24,2024-08-26 14:22:00
1301,1029,691,1696.2,8,2024-11-16 02:41:00
1302,1049,659,1491.83,36,2024-11-06 14:41:00
1303,1025,596,1007.28,1,2024-07-06 12:51:00
1304,1020,645,1276.88,45,2024-10-12 11:55:00
1305,1014,399,913.3,25,2024-11-11 06:17:00
1306,1027,113,1708.13,25,2024-07-18 00:11:00
1307,1002,251,652.33,6,2024-10-02 02:04:00
1308,1003,858,1369.63,5,2024-10-18 22:12:00
1309,1013,971,298.22,8,2024-10-20 05:14:00
1310,1030,786,1771.4,14,2024-06-25 03:06:00
1311,1036,632,174.46,37,2024-11-25 06:21:00
1312,1045,676,1745.37,7,2024-10-08 13:11:00
1313,1022,769,1490.18,49,2024-11-18 09:07:00
1314,1043,303,427.9,35,2024-07-16 10:27:00
1315,1024,667,291.73,10,2024-06-02 03:12:00
1316,1048,445,1463.7,35,2024-08-28 17:48:00
1317,1049,541,550.17,24,2024-07-05 18:44:00
1318,1006,498,1279.62,45,2024-09-01 22:40:00
1319,1039,317,993.42,39,2024-10-05 15:30:00
1320,1010,893,1033.6,13,2024-06-11 18:17:00
1321,1029,949,39984.31,45,2024-08-07 12:24:00
1322,1028,252,1686.8,50,2024-09-07 10:16:00
1323,1014,558,944.87,43,2024-07-15 18:44:00
1324,1029,940,313.04,46,2024-09-07 12:10:00
1325,1014,192,422.19,10,2024-10-08 20:30:00
1326,1041,449,664.6,33,2024-10-04 00:16:00
1327,1026,714,1086.08,36,2024-08-15 08:44:00
1328,1024,368,83.4,14,2024-11-27 14:54:00
1329,1012,130,368.32,6,2024-09-22 05:38:00
1330,1003,389,1502.92,9,2024-09-01 16:25:00
1331,1032,145,697.54,2,2024-09-30 16:01:00
1332,1003,872,1283.42,40,2024-06-17 04:31:00
1333,1040,253,1098.03,38,2024-09-27 12:32:00
1334,1035,711,1935.61,16,2024-09-20 00:42:00
1335,1011,63,1075.87,24,2024-10-04 14:54:00
1336,1015,866,647.32,10,2024-06-10 03:42:00
1337,1047,854,1371.32,4,2024-08-26 16:44:00
1338,1032,961,1942.03,6,2024-09-12 07:29:00
1339,1042,26,1931.3,11,2024-09-25 07:53:00
1340,1004,915,1060.15,32,2024-08-09 22:11:00
1341,1029,731,221.42,6,2024-11-18 12:16:00
1342,1013,7,1307.0,4,2024-06-14 06:42:00
1343,1047,607,847.96,37,2024-09-16 13:26:00
1344,1045,223,1766.31,42,2024-09-02 01:54:00
1345,1000,737,1907.04,28,2024-08-08 08:20:00
1346,1034,124,1032.92,9,2024-09-02 21:57:00
1347,1045,781,1624.02,7,2024-11-09 00:56:00
1348,1002,548,1162.39,24,2024-10-23 04:29:00
1349,1039,702,582.46,34,2024-10-28 14:59:00
1350,1027,869,1434.98,11,2024-09-29 12:19:00
1351,1030,126,151.42,14,2024-06-24 07:31:00
1352,1030,264,949.36,17,2024-09-11 22:28:00
1353,1039,505,1911.95,7,2024-11-20 19:26:00
1354,1015,456,1220.41,8,2024-09-24 09:30:00
1355,1040,476,784.16,30,2024-11-13 06:47:00
1356,1001,909,429.92,12,2024-07-10 06:42:00
1357,1001,244,509.6,32,2024-07-16 08:02:00
1358,1024,605,1693.51,5,2024-06-12 21:49:00
1359,1047,577,1117.08,10,2024-08-31 00:44:00
1360,1017,75,392.87,19,2024-09-27 23:20:00
1361,1027,283,1868.58,26,2024-11-04 03:18:00
1362,1004,753,649.29,4,2024-11-12 14:50:00
1363,1027,314,1041.29,49,2024-11-20 23:40:00
1364,1037,126,833.61,12,2024-06-11 05:41:00
1365,1019,141,1170.46,4,2024-08-17 04:40:00
1366,1035,663,501.75,15,2024-08-07 11:43:00
1367,1021,947,1288.91,45,2024-06-28 23:50:00
1368,1027,552,274.88,43,2024-06-24 10:09:00
1369,1041,215,689.35,22,2024-09-03 02:23:00
1370,1043,820,1847.18,42,2024-10-25 15:26:00
1371,1038,78,180.2,31,2024-11-06 01:06:00
1372,1040,936,1480.1,27,2024-10-17 13:22:00
1373,1046,864,1701.0,8,2024-09-21 23:58:00
1374,1037,280,1598.69,21,2024-09-27 22:11:00
1375,1012,755,1984.23,50,2024-07-20 13:53:00
1376,1017,373,219.62,4,2024-11-28 00:52:00
1377,1038,30,122.47,25,2024-09-03 22:18:00
1378,1017,516,422.23,13,2024-08-15 17:10:00
1379,1047,256,77.7,33,2024-07-23 06:53:00
1380,1036,746,1313.13,16,2024-11-27 22:24:00
1381,1030,701,1124.98,3,2024-08-11 03:04:00
1382,1014,169,1852.13,1,2024-06-18 11:51:00
1383,1008,178,1429.53,35,2024-08-06 16:20:00
1384,1030,333,51539.45,1,2024-11-19 19:00:00
1385,1001,456,1786.07,36,2024-08-19 18:14:00
1386,1032,432,533.71,32,2024-07-30 16:51:00
1387,1011,78,641.91,34,2024-10-28 08:23:00
1388,1041,856,816.76,41,2024-07-04 04:58:00
1389,1026,558,98.03,31,2024-08-02 15:39:00
1390,1014,416,292.26,8,2024-10-04 14:24:00
1391,1040,385,1749.56,2,2024-08-30 22:42:00
1392,1046,329,918.1,37,2024-07-13 18:54:00
1393,1044,673,1543.43,37,2024-06-17 06:59:00
1394,1006,613,758.1,29,2024-07-17 22:06:00
1395,1006,661,851.72,3,2024-09-25 18:09:00
1396,1048,863,1375.23,1,2024-08-01 15:30:00
1397,1040,458,1118.24,4,2024-09-09 14:07:00
1398,1049,689,1599.4,10,2024-06-12 01:05:00
1399,1041,119,326.46,42,2024-06-21 03:06:00
1400,1029,684,500.86,23,2024-11-17 02:55:00
1401,1033,187,226.83,44,2024-07-01 02:37:00
1402,1035,395,1251.71,22,2024-11-19 19:12:00
1403,1044,120,212.99,5,2024-10-18 17:49:00
1404,1000,200,518.3,9,2024-10-08 09:47:00
1405,1039,732,986.53,30,2024-08-06 21:20:00
1406,1039,876,165.13,28,2024-09-13 13:58:00
1407,1033,350,1758.77,30,2024-09-18 17:36:00
1408,1047,810,82.06,43,2024-11-24 13:39:00
1409,1043,280,1462.96,37,2024-07-12 01:40:00
1410,1040,166,1876.74,18,2024-11-02 08:26:00
1411,1010,372,1622.7,14,2024-10-11 18:53:00
1412,1008,335,606.5,31,2024-11-02 11:36:00
1413,1005,721,1599.99,50,2024-07-26 04:42:00
1414,1003,305,347.09,26,2024-09-26 16:11:00
1415,1001,733,1154.65,19,2024-08-10 11:16:00
1416,1031,755,1242.45,6,2024-10-18 20:31:00
1417,1008,533,889.99,36,2024-08-24 14:33:00
1418,1022,908,152.78,4,2024-06-27 18:53:00
1419,1039,675,300.4,37,2024-06-20 16:26:00
1420,1008,239,1412.89,49,2024-06-02 01:55:00
1421,1028,857,1896.64,47,2024-09-04 22:24:00
1422,1007,441,794.75,38,2024-11-27 11:34:00
1423,1004,187,631.41,15,2024-10-25 19:29:00
1424,1000,620,1948.76,38,2024-07-28 10:59:00
1425,1046,954,135.73,28,2024-10-12 00:15:00
1426,1011,920,500.6,13,2024-09-14 14:29:00
1427,1015,661,712.13,14,2024-07-06 02:36:00
1428,1024,603,603.73,24,2024-08-15 22:34:00
1429,1015,515,225.84,24,2024-08-17 11:49:00
1430,1041,850,464.66,12,2024-06-18 04:58:00
1431,1031,914,420.92,8,2024-11-10 13:46:00
1432,1030,301,1068.5,17,2024-10-06 19:26:00
1433,1030,402,1331.97,45,2024-06-19 04:31:00
1434,1016,390,497.6,17,2024-10-13 08:40:00
1435,1046,424,1019.74,6,2024-09-03 13:05:00
1436,1030,912,699.66,28,2024-06-09 01:50:00
1437,1043,463,86.32,40,2024-08-30 17:44:00
1438,1036,130,1458.99,7,2024-11-08 18:39:00
1439,1047,297,927.24,36,2024-06-22 02:31:00
1440,1025,812,1472.22,34,2024-09-02 07:40:00
1441,1033,802,1057.3,2,2024-08-03 11:34:00
1442,1039,799,1137.79,9,2024-08-31 21:30:00
1443,1023,101,356.5,12,2024-11-11 01:02:00
1444,1031,96,1828.85,49,2024-09-30 20:10:00
1445,1007,976,390.4,26,2024-11-03 06:47:00
1446,1013,256,1039.3,42,2024-06-15 11:28:00
1447,1009,485,103.96,24,2024-09-29 14:15:00
1448,1032,416,812.42,50,2024-09-04 02:31:00
1449,1038,968,436.78,10,2024-10-23 18:08:00
1450,1004,605,1254.52,13,2024-08-21 18:23:00
1451,1046,239,448.54,44,2024-06-01 12:07:00
1452,1004,295,1049.66,31,2024-09-04 21:30:00
1453,1008,237,1686.42,26,2024-09-15 07:37:00
1454,1033,98,456.13,12,2024-11-14 18:01:00
1455,1048,913,1355.55,23,2024-10-11 02:10:00
1456,1021,217,1037.6,26,2024-10-22 13:56:00
1457,1007,795,1888.69,11,2024-08-16 00:35:00
1458,1020,587,1802.88,18,2024-09-06 16:25:00
1459,1018,742,1612.0,30,2024-06-18 21:18:00
1460,1001,206,804.05,36,2024-11-12 06:14:00
1461,1034,497,1304.18,5,2024-08-31 12:05:00
1462,1020,318,620.34,16,2024-08-06 00:54:00
1463,1028,664,1633.91,11,2024-07-06 03:48:00
1464,1031,633,1635.21,14,2024-10-28 01:32:00
1465,1004,382,1494.12,10,2024-08-13 10:56:00
1466,1008,673,1839.64,3,2024-11-07 03:06:00
1467,1027,705,501.04,47,2024-06-27 11:34:00
1468,1018,46,1196.17,48,2024-10-19 07:19:00
1469,1032,920,908.16,4,2024-10-22 16:39:00
1470,1027,920,343.62,4,2024-10-06 13:56:00
1471,1005,409,508.01,24,2024-08-24 03:40:00
1472,1027,855,754.51,6,2024-06-14 03:07:00
1473,1046,182,1766.72,9,2024-10-09 03:34:00
1474,1016,977,1463.44,30,2024-07-08 06:02:00
1475,1015,284,1123.65,27,2024-07-28 10:41:00
1476,1005,181,1028.6,35,2024-06-05 15:45:00
1477,1047,785,566.0,47,2024-10-29 05:39:00
1478,1007,163,1344.28,40,2024-10-30 10:10:00
1479,1007,680,1249.72,47,2024-09-08 12:56:00
1480,1013,553,1249.89,9,2024-09-26 05:09:00
1481,1012,482,1722.91,46,2024-07-28 09:18:00
1482,1021,904,1439.71,33,2024-07-07 19:42:00
1483,1042,289,1336.57,8,2024-08-13 17:01:00
1484,1005,71,1843.56,4,2024-10-21 03:51:00
1485,1040,44,1050.09,6,2024-08-28 19:22:00
1486,1035,716,813.27,41,2024-11-11 14:14:00
1487,1016,75,271.42,17,2024-06-22 21:44:00
1488,1039,645,57.18,3,2024-08-14 00:46:00
1489,1033,31,1007.19,38,2024-10-03 07:59:00
1490,1016,304,410.61,25,2024-10-01 08:34:00
1491,1018,998,1344.95,6,2024-11-23 23:26:00
1492,1045,462,268.73,7,2024-08-31 04:19:00
1493,1005,931,748.22,49,2024-10-28 00:54:00
1494,1031,176,1835.88,21,2024-06-16 19:57:00
1495,1008,450,1729.4,29,2024-07-26 02:28:00
1496,1044,223,192.54,46,2024-10-26 02:45:00
1497,1045,854,447.44,14,2024-08-28 02:11:00
1498,1046,259,888.83,21,2024-09-28 20:20:00
1499,1023,517,1892.1,9,2024-10-28 03:47:00
1500,1016,979,115.19,3,2024-08-17 04:01:00
1501,1044,416,80.2,27,2024-09-01 04:31:00
1502,1025,595,1602.04,37,2024-10-05 03:49:00
1503,1038,550,1050.31,23,2024-11-09 23:47:00
1504,1038,777,369.67,49,2024-09-17 22:24:00
1505,1027,900,839.37,48,2024-06-22 02:18:00
1506,1020,421,165.05,42,2024-10-22 10:20:00
1507,1007,436,1902.5,5,2024-10-24 12:47:00
1508,1048,31,1521.42,43,2024-08-10 01:37:00
1509,1018,344,1169.91,21,2024-09-17 18:46:00
1510,1035,184,1868.36,50,2024-06-02 09:18:00
1511,1048,48,1260.99,17,2024-10-27 15:22:00
1512,1044,135,1029.67,3,2024-06-18 23:44:00
1513,1037,630,1892.69,13,2024-06-11 15:26:00
1514,1006,759,1524.76,5,2024-09-02 21:50:00
1515,1038,501,55.09,17,2024-07-11 14:00:00
1516,1017,436,1592.86,32,2024-08-09 08:19:00
1517,1020,610,570.36,28,2024-07-05 00:56:00
1518,1040,714,66.05,50,2024-08-21 11:21:00
1519,1031,742,1348.54,32,2024-06-05 03:38:00
1520,1004,876,151.96,12,2024-09-30 19:48:00
1521,1021,536,1432.27,1,2024-10-16 08:19:00
1522,1045,696,100.81,19,2024-07-06 13:03:00
1523,1038,243,1389.57,34,2024-11-07 11:20:00
1524,1035,214,1136.21,45,2024-07-04 01:12:00
1525,1047,253,620.07,22,2024-08-22 15:37:00
1526,1037,228,1322.6,49,2024-06-14 11:50:00
1527,1020,960,1564.09,5,2024-09-10 09:16:00
1528,1016,449,1610.97,47,2024-06-04 09:30:00
1529,1049,808,1012.91,1,2024-11-11 12:53:00
1530,1000,970,122.45,26,2024-07-04 14:01:00
1531,1018,525,917.78,10,2024-09-15 11:11:00
1532,1001,235,618.45,16,2024-09-07 23:11:00
1533,1039,82,258.76,14,2024-10-20 08:57:00
1534,1027,832,329.62,3,2024-06-09 06:27:00
1535,1028,170,386.12,29,2024-09-03 01:12:00
1536,1031,113,794.04,5,2024-07-18 06:40:00
1537,1027,813,1148.89,26,2024-06-20 00:50:00
1538,1025,50,421.96,32,2024-09-30 09:58:00
1539,1000,283,803.76,1,2024-07-03 12:47:00
1540,1009,495,47036.37,19,2024-07-17 04:22:00
1541,1045,705,1835.78,15,2024-06-25 23:23:00
1542,1026,237,1671.13,12,2024-10-16 18:55:00
1543,1030,831,731.22,37,2024-06-26 10:45:00
1544,1004,316,389.88,13,2024-08-10 15:39:00
1545,1033,716,737.91,34,2024-11-07 16:41:00
1546,1041,476,285.9,23,2024-08-24 01:49:00
1547,1030,733,1705.18,20,2024-09-14 11:20:00
1548,1019,443,1359.44,27,2024-08-12 12:46:00
1549,1001,824,503.95,15,2024-11-08 14:49:00
1550,1006,804,243.36,2,2024-07-24 06:15:00
1551,1019,164,1095.77,33,2024-11-15 01:23:00
1552,1001,513,612.04,33,2024-06-29 17:57:00
1553,1038,708,1721.79,17,2024-09-23 11:50:00
1554,1014,233,759.16,19,2024-06-04 17:51:00
1555,1037,495,1601.3,13,2024-10-15 20:14:00
1556,1026,815,146.92,1,2024-10-07 23:57:00
1557,1004,204,440.37,35,2024-11-21 03:12:00
1558,1041,828,1326.91,43,2024-10-03 20:07:00
1559,1005,94,418.15,8,2024-07-03 05:57:00
1560,1042,592,1012.69,31,2024-11-24 22:31:00
1561,1018,470,942.32,23,2024-10-22 13:20:00
1562,1001,749,1667.79,35,2024-07-05 02:45:00
1563,1036,803,957.64,49,2024-10-03 20:12:00
1564,1034,5,1842.52,34,2024-10-24 11:12:00
1565,1049,283,706.2,47,2024-09-09 20:16:00
1566,1034,920,342.32,47,2024-08-19 10:54:00
1567,1035,397,428.02,36,2024-08-10 11:17:00
1568,1006,892,539.74,30,2024-08-25 00:35:00
1569,1022,440,428.47,45,2024-11-09 15:27:00
1570,1004,800,1019.89,40,2024-08-22 23:23:00
1571,1039,757,592.67,1,2024-07-16 15:15:00
1572,1003,598,550.59,8,2024-07-01 02:24:00
1573,1029,998,936.33,23,2024-09-02 16:21:00
1574,1042,836,689.72,25,2024-10-04 23:37:00
1575,1012,543,1972.6,41,2024-11-09 21:38:00
1576,1044,870,1035.97,46,2024-08-10 16:20:00
1577,1044,515,357.47,34,2024-07-16 18:09:00
1578,1002,212,1489.49,24,2024-06-21 15:37:00
1579,1008,303,1376.81,47,2024-10-25 09:57:00
1580,1034,229,1323.84,30,2024-10-23 00:58:00
1581,1003,976,533.73,21,2024-07-19 01:43:00
1582,1000,186,1186.78,44,2024-11-03 22:59:00
1583,1021,970,66.22,30,2024-07-15 09:49:00
1584,1003,80,1269.92,40,2024-11-09 15:08:00
1585,1049,164,349.39,32,2024-09-04 07:18:00
1586,1002,590,1669.39,4,2024-10-04 14:31:00
1587,1009,296,1561.51,5,2024-11-12 10:23:00
1588,1032,616,919.21,24,2024-09-09 12:25:00
1589,1025,452,933.84,18,2024-11-26 15:52:00
1590,1030,862,325.81,42,2024-08-08 02:48:00
1591,1045,927,571.15,42,2024-11-08 15:30:00
1592,1012,379,1571.63,39,2024-09-17 06:27:00
1593,1025,116,451.13,42,2024-10-20 10:40:00
1594,1027,681,454.08,30,2024-10-12 22:30:00
1595,1017,313,1485.76,31,2024-08-19 02:03:00
1596,1036,115,187.47,36,2024-07-04 01:08:00
1597,1027,912,1721.47,25,2024-08-09 23:19:00
1598,1027,900,1493.19,20,2024-11-07 10:52:00
1599,1008,400,1601.83,32,2024-06-14 06:45:00
1600,1027,984,1614.5,11,2024-10-12 08:03:00
1601,1021,41,1304.55,21,2024-06-24 14:22:00
1602,1019,615,717.34,26,2024-09-23 19:49:00
1603,1016,349,112.69,27,2024-07-07 03:40:00
1604,1000,849,1702.66,34,2024-09-04 21:29:00
1605,1010,399,957.58,48,2024-09-16 15:26:00
1606,1030,160,1164.79,9,2024-06-03 09:57:00
1607,1013,706,117.18,35,2024-10-05 10:15:00
1608,1018,675,1982.59,37,2024-06-10 17:49:00
1609,1031,345,1612.79,15,2024-10-16 14:37:00
1610,1029,742,97.6,23,2024-08-15 13:33:00
1611,1029,338,430.89,29,2024-07-28 07:56:00
1612,1046,167,427.85,13,2024-08-23 14:03:00
1613,1028,817,1867.59,25,2024-09-04 09:11:00
1614,1021,229,1035.34,25,2024-11-27 10:30:00
1615,1024,138,279.11,12,2024-11-16 16:09:00
1616,1030,241,288.67,26,2024-06-10 10:58:00
1617,1047,617,528.95,15,2024-09-16 01:43:00
1618,1030,747,907.94,3,2024-08-17 10:54:00
1619,1045,577,424.65,1,2024-11-13 10:51:00
1620,1042,900,1391.44,33,2024-07-17 13:28:00
1621,1011,262,334.42,25,2024-10-31 03:20:00
1622,1010,591,399.5,34,2024-07-15 07:30:00
1623,1012,950,974.19,44,2024-10-20 16:12:00
1624,1019,376,780.0,14,2024-06-03 07:18:00
1625,1011,670,1171.85,27,2024-06-11 21:23:00
1626,1025,173,1436.06,31,2024-09-13 20:35:00
1627,1029,588,1994.65,25,2024-06-25 13:55:00
1628,1022,606,739.03,42,2024-09-19 20:52:00
1629,1038,603,1619.34,19,2024-06-06 07:08:00
1630,1002,69,181.38,5,2024-11-03 19:25:00
1631,1036,119,1857.13,10,2024-10-27 21:38:00
1632,1035,460,1122.92,32,2024-08-26 07:42:00
1633,1015,714,1068.09,24,2024-07-03 04:22:00
1634,1007,175,801.94,17,2024-10-14 13:45:00
1635,1019,12,1159.58,23,2024-08-03 06:47:00
1636,1027,63,490.61,17,2024-10-24 22:27:00
1637,1015,309,921.73,39,2024-10-11 00:43:00
1638,1038,102,1310.23,35,2024-09-07 11:18:00
1639,1040,906,375.42,40,2024-08-23 21:24:00
1640,1023,388,677.01,14,2024-07-03 21:41:00
1641,1033,675,518.47,27,2024-09-19 13:02:00
1642,1014,518,573.56,2,2024-11-03 09:06:00
1643,1022,446,951.55,40,2024-09-25 02:15:00
1644,1043,137,651.6,25,2024-10-08 03:15:00
1645,1012,898,1456.42,34,2024-06-16 02:58:00
1646,1014,466,1529.06,36,2024-08-19 16:26:00
1647,1002,543,416.44,2,2024-07-10 21:27:00
1648,1003,964,253.39,35,2024-08-20 05:13:00
1649,1008,783,89.41,22,2024-10-13 13:17:00
1650,1012,174,121.08,50,2024-06-18 11:43:00
1651,1033,410,1395.99,35,2024-11-11 08:52:00
1652,1043,440,1231.45,28,2024-10-30 19:13:00
1653,1022,338,1730.46,40,2024-08-05 23:56:00
1654,1039,760,108.92,49,2024-10-08 17:58:00
1655,1041,679,1920.77,34,2024-11-24 12:27:00
1656,1001,130,1189.2,18,2024-10-17 21:22:00
1657,1010,768,626.87,36,2024-11-07 01:11:00
1658,1044,516,1282.99,40,2024-09-03 00:18:00
1659,1049,67,1951.04,46,2024-09-01 08:26:00
1660,1030,511,303.81,6,2024-07-08 22:06:00
1661,1001,669,36387.05,7,2024-10-05 20:46:00
1662,1043,494,97.75,17,2024-09-06 09:45:00
1663,1038,126,1417.6,17,2024-08-25 19:44:00
1664,1007,820,105.82,27,2024-10-14 10:57:00
1665,1024,470,1450.06,15,2024-07-07 02:17:00
1666,1047,18,1607.17,10,2024-09-29 19:14:00
1667,1041,409,1952.75,5,2024-08-12 08:37:00
1668,1013,594,843.1,45,2024-08-30 01:56:00
1669,1028,134,1596.24,13,2024-10-05 22:45:00
1670,1044,346,1777.43,26,2024-09-28 04:30:00
1671,1047,765,546.24,29,2024-11-09 02:23:00
1672,1029,409,1916.56,40,2024-11-04 03:32:00
1673,1048,956,353.75,15,2024-08-15 05:47:00
1674,1034,918,338.41,5,2024-07-31 22:26:00
1675,1002,110,1343.24,46,2024-09-07 00:30:00
1676,1043,66,446.55,35,2024-06-12 06:41:00
1677,1018,435,1213.4,37,2024-09-04 16:03:00
1678,1038,763,791.46,49,2024-10-20 09:03:00
1679,1015,337,472.64,4,2024-11-17 10:19:00
1680,1032,877,1981.82,41,2024-06-15 16:58:00
1681,1027,334,1256.49,6,2024-09-18 08:32:00
1682,1012,864,1227.76,24,2024-07-05 11:14:00
1683,1002,546,1532.05,10,2024-07-29 22:19:00
1684,1046,267,1436.36,26,2024-06-06 16:16:00
1685,1048,705,723.92,32,2024-08-28 08:23:00
1686,1002,609,1526.18,26,2024-09-24 18:13:00
1687,1048,13,1798.26,43,2024-07-09 01:10:00
1688,1001,273,211.52,3,2024-08-14 04:08:00
1689,1036,881,1705.17,10,2024-07-10 12:32:00
1690,1014,790,304.46,28,2024-11-22 11:51:00
1691,1026,295,520.07,14,2024-11-02 13:00:00
1692,1034,165,598.66,7,2024-08-17 06:25:00
1693,1002,855,609.03,25,2024-09-05 09:14:00
1694,1009,984,828.05,28,2024-11-09 02:31:00
1695,1002,82,805.38,45,2024-10-06 18:03:00
1696,1012,763,1435.26,50,2024-09-22 19:57:00
1697,1006,434,908.86,47,2024-07-07 07:44:00
1698,1048,860,1866.78,10,2024-08-12 15:12:00
1699,1034,21,588.33,15,2024-08-24 15:36:00
1700,1049,835,1262.93,41,2024-07-28 13:08:00
1701,1047,694,567.54,42,2024-10-12 16:15:00
1702,1008,542,1248.45,24,2024-10-05 10:19:00
1703,1018,553,327.38,21,2024-11-10 23:08:00
1704,1031,967,1698.62,31,2024-08-08 08:46:00
1705,1046,303,1210.95,43,2024-06-08 18:38:00
1706,1030,665,167.07,48,2024-09-21 13:17:00
1707,1005,701,446.94,23,2024-09-10 15:29:00
1708,1025,815,1693.89,48,2024-09-08 21:10:00
1709,1019,308,273.0,19,2024-08-30 09:08:00
1710,1004,67,1499.69,34,2024-09-25 18:13:00
1711,1037,993,215.21,24,2024-11-06 11:29:00
1712,1006,724,63230.03,44,2024-11-05 12:24:00
1713,1006,842,1238.75,14,2024-11-12 14:57:00
1714,1012,386,1428.64,36,2024-10-22 23:43:00
1715,1020,234,1824.39,7,2024-06-24 10:54:00
1716,1016,817,507.13,34,2024-06-08 19:14:00
1717,1027,371,1692.48,22,2024-08-12 23:18:00
1718,1042,757,1024.08,33,2024-09-11 01:19:00
1719,1034,206,2448.09,50,2024-07-09 16:03:00
1720,1016,378,23450.28,13,2024-10-07 13:32:00
